,Hours,DK1,DK2,DK
29/07/2018,18 - 19,525,25,550
29/07/2018,19 - 20,648,37,685
29/07/2018,20 - 21,679,71,750
29/07/2018,21 - 22,794,86,880
29/07/2018,22 - 23,845,133,978
29/07/2018,23 - 00,814,184,998
30/07/2018,00 - 01,804,221,1025
30/07/2018,01 - 02,758,187,945
30/07/2018,02 - 03,770,184,954
30/07/2018,03 - 04,826,197,1023
30/07/2018,04 - 05,831,155,986
30/07/2018,05 - 06,801,142,943
30/07/2018,06 - 07,633,120,753
30/07/2018,07 - 08,449,103,552
30/07/2018,08 - 09,364,92,456
30/07/2018,09 - 10,257,98,355
30/07/2018,10 - 11,260,105,365
30/07/2018,11 - 12,292,104,396
30/07/2018,12 - 13,253,112,365
30/07/2018,13 - 14,265,115,380
30/07/2018,14 - 15,240,137,377
30/07/2018,15 - 16,292,190,482
30/07/2018,16 - 17,299,232,531
30/07/2018,17 - 18,199,241,440
30/07/2018,18 - 19,132,186,318
30/07/2018,19 - 20,92,156,248
30/07/2018,20 - 21,70,167,237
30/07/2018,21 - 22,110,182,292
30/07/2018,22 - 23,297,228,525
30/07/2018,23 - 00,595,263,858
31/07/2018,00 - 01,879,299,1178
31/07/2018,01 - 02,980,273,1253
31/07/2018,02 - 03,1084,228,1312
31/07/2018,03 - 04,1176,236,1412
31/07/2018,04 - 05,1180,241,1421
31/07/2018,05 - 06,958,250,1208
31/07/2018,06 - 07,846,246,1092
31/07/2018,07 - 08,611,217,828
31/07/2018,08 - 09,526,187,713
31/07/2018,09 - 10,556,195,751
31/07/2018,10 - 11,602,255,857
31/07/2018,11 - 12,626,328,954
31/07/2018,12 - 13,715,396,1111
31/07/2018,13 - 14,787,444,1231
31/07/2018,14 - 15,866,475,1341
31/07/2018,15 - 16,1178,486,1664
31/07/2018,16 - 17,1752,477,2229
31/07/2018,17 - 18,1863,443,2306
31/07/2018,18 - 19,1171,224,1395
31/07/2018,19 - 20,687,94,781
31/07/2018,20 - 21,344,70,414
31/07/2018,21 - 22,199,105,304
31/07/2018,22 - 23,160,183,343
31/07/2018,23 - 00,158,167,325
01/08/2018,00 - 01,157,142,299
01/08/2018,01 - 02,132,176,308
01/08/2018,02 - 03,132,169,301
01/08/2018,03 - 04,169,115,284
01/08/2018,04 - 05,175,86,261
01/08/2018,05 - 06,191,70,261
01/08/2018,06 - 07,155,72,227
01/08/2018,07 - 08,132,87,219
01/08/2018,08 - 09,60,90,150
01/08/2018,09 - 10,63,78,141
01/08/2018,10 - 11,89,57,146
01/08/2018,11 - 12,75,51,126
01/08/2018,12 - 13,57,50,107
01/08/2018,13 - 14,53,50,103
01/08/2018,14 - 15,81,64,145
01/08/2018,15 - 16,124,84,208
01/08/2018,16 - 17,145,100,245
01/08/2018,17 - 18,135,98,233
01/08/2018,18 - 19,131,70,201
01/08/2018,19 - 20,86,40,126
01/08/2018,20 - 21,48,15,63
01/08/2018,21 - 22,35,4,39
01/08/2018,22 - 23,33,4,37
01/08/2018,23 - 00,31,3,34
02/08/2018,00 - 01,22,4,26
02/08/2018,01 - 02,15,7,22
02/08/2018,02 - 03,14,9,23
02/08/2018,03 - 04,14,12,26
02/08/2018,04 - 05,13,8,21
02/08/2018,05 - 06,14,7,21
02/08/2018,06 - 07,10,4,14
02/08/2018,07 - 08,11,3,14
02/08/2018,08 - 09,19,5,24
02/08/2018,09 - 10,26,7,33
02/08/2018,10 - 11,64,16,80
02/08/2018,11 - 12,126,20,146
02/08/2018,12 - 13,212,43,255
02/08/2018,13 - 14,288,56,344
02/08/2018,14 - 15,262,67,329
02/08/2018,15 - 16,241,99,340
02/08/2018,16 - 17,199,80,279
02/08/2018,17 - 18,146,63,209
02/08/2018,18 - 19,127,45,172
02/08/2018,19 - 20,102,30,132
02/08/2018,20 - 21,52,15,67
02/08/2018,21 - 22,37,10,47
02/08/2018,22 - 23,28,11,39
02/08/2018,23 - 00,30,13,43
03/08/2018,00 - 01,33,16,49
03/08/2018,01 - 02,62,15,77
03/08/2018,02 - 03,77,20,97
03/08/2018,03 - 04,85,23,108
03/08/2018,04 - 05,71,11,82
03/08/2018,05 - 06,62,5,67
03/08/2018,06 - 07,53,4,57
03/08/2018,07 - 08,43,3,46
03/08/2018,08 - 09,56,2,58
03/08/2018,09 - 10,129,5,134
03/08/2018,10 - 11,153,12,165
03/08/2018,11 - 12,160,22,182
03/08/2018,12 - 13,187,28,215
03/08/2018,13 - 14,210,31,241
03/08/2018,14 - 15,233,30,263
03/08/2018,15 - 16,332,32,364
03/08/2018,16 - 17,428,31,459
03/08/2018,17 - 18,510,29,539
03/08/2018,18 - 19,468,26,494
03/08/2018,19 - 20,469,23,492
03/08/2018,20 - 21,451,19,470
03/08/2018,21 - 22,384,15,399
03/08/2018,22 - 23,234,23,257
03/08/2018,23 - 00,235,49,284
04/08/2018,00 - 01,346,92,438
04/08/2018,01 - 02,450,72,522
04/08/2018,02 - 03,537,96,633
04/08/2018,03 - 04,666,147,813
04/08/2018,04 - 05,632,127,759
04/08/2018,05 - 06,566,91,657
04/08/2018,06 - 07,602,52,654
04/08/2018,07 - 08,646,34,680
04/08/2018,08 - 09,733,42,775
04/08/2018,09 - 10,797,76,873
04/08/2018,10 - 11,937,97,1034
04/08/2018,11 - 12,1161,84,1245
04/08/2018,12 - 13,1357,158,1515
04/08/2018,13 - 14,1351,203,1554
04/08/2018,14 - 15,1446,211,1657
04/08/2018,15 - 16,1608,202,1810
04/08/2018,16 - 17,1539,182,1721
04/08/2018,17 - 18,1464,198,1662
04/08/2018,18 - 19,1696,237,1933
04/08/2018,19 - 20,1982,312,2294
04/08/2018,20 - 21,1924,340,2264
04/08/2018,21 - 22,1872,452,2324
04/08/2018,22 - 23,2050,385,2435
04/08/2018,23 - 00,2341,439,2780
05/08/2018,00 - 01,2238,383,2621
05/08/2018,01 - 02,2104,409,2513
05/08/2018,02 - 03,2241,477,2718
05/08/2018,03 - 04,2482,467,2949
05/08/2018,04 - 05,2401,495,2896
05/08/2018,05 - 06,2262,570,2832
05/08/2018,06 - 07,2275,501,2776
05/08/2018,07 - 08,2388,496,2884
05/08/2018,08 - 09,2554,544,3098
05/08/2018,09 - 10,2495,544,3039
05/08/2018,10 - 11,2530,484,3014
05/08/2018,11 - 12,2460,459,2919
05/08/2018,12 - 13,2442,587,3029
05/08/2018,13 - 14,2496,653,3149
05/08/2018,14 - 15,2619,691,3310
05/08/2018,15 - 16,2606,757,3363
05/08/2018,16 - 17,2662,743,3405
05/08/2018,17 - 18,2591,747,3338
05/08/2018,18 - 19,2186,664,2850
05/08/2018,19 - 20,2126,642,2768
05/08/2018,20 - 21,1842,575,2417
05/08/2018,21 - 22,1665,454,2119
05/08/2018,22 - 23,1501,405,1906
05/08/2018,23 - 00,1371,365,1736
06/08/2018,00 - 01,1154,310,1464
06/08/2018,01 - 02,1038,246,1284
06/08/2018,02 - 03,1013,256,1269
06/08/2018,03 - 04,951,217,1168
06/08/2018,04 - 05,833,178,1011
06/08/2018,05 - 06,786,153,939
06/08/2018,06 - 07,715,123,838
06/08/2018,07 - 08,693,98,791
06/08/2018,08 - 09,671,106,777
06/08/2018,09 - 10,633,107,740
06/08/2018,10 - 11,629,97,726
06/08/2018,11 - 12,753,66,819
06/08/2018,12 - 13,923,76,999
06/08/2018,13 - 14,1092,96,1188
06/08/2018,14 - 15,1240,101,1341
06/08/2018,15 - 16,1309,90,1399
06/08/2018,16 - 17,1239,86,1325
06/08/2018,17 - 18,1079,67,1146
06/08/2018,18 - 19,834,50,884
06/08/2018,19 - 20,547,27,574
06/08/2018,20 - 21,318,15,333
06/08/2018,21 - 22,207,13,220
06/08/2018,22 - 23,197,26,223
06/08/2018,23 - 00,142,57,199
07/08/2018,00 - 01,90,59,149
07/08/2018,01 - 02,83,32,115
07/08/2018,02 - 03,109,33,142
07/08/2018,03 - 04,130,36,166
07/08/2018,04 - 05,104,44,148
07/08/2018,05 - 06,67,37,104
07/08/2018,06 - 07,65,46,111
07/08/2018,07 - 08,50,51,101
07/08/2018,08 - 09,22,39,61
07/08/2018,09 - 10,19,41,60
07/08/2018,10 - 11,46,50,96
07/08/2018,11 - 12,86,73,159
07/08/2018,12 - 13,138,99,237
07/08/2018,13 - 14,204,143,347
07/08/2018,14 - 15,323,178,501
07/08/2018,15 - 16,432,195,627
07/08/2018,16 - 17,499,241,740
07/08/2018,17 - 18,482,298,780
07/08/2018,18 - 19,483,325,808
07/08/2018,19 - 20,489,330,819
07/08/2018,20 - 21,579,373,952
07/08/2018,21 - 22,625,440,1065
07/08/2018,22 - 23,706,450,1156
07/08/2018,23 - 00,876,446,1322
08/08/2018,00 - 01,1180,469,1649
08/08/2018,01 - 02,1444,474,1918
08/08/2018,02 - 03,1375,519,1894
08/08/2018,03 - 04,1249,475,1724
08/08/2018,04 - 05,1095,424,1519
08/08/2018,05 - 06,1204,434,1638
08/08/2018,06 - 07,1113,353,1466
08/08/2018,07 - 08,859,300,1159
08/08/2018,08 - 09,657,260,917
08/08/2018,09 - 10,376,186,562
08/08/2018,10 - 11,211,142,353
08/08/2018,11 - 12,365,109,474
08/08/2018,12 - 13,667,62,729
08/08/2018,13 - 14,842,59,901
08/08/2018,14 - 15,1170,60,1230
08/08/2018,15 - 16,1614,114,1728
08/08/2018,16 - 17,2017,172,2189
08/08/2018,17 - 18,1819,106,1925
08/08/2018,18 - 19,1650,89,1739
08/08/2018,19 - 20,1355,341,1696
08/08/2018,20 - 21,1738,492,2230
08/08/2018,21 - 22,1334,480,1814
08/08/2018,22 - 23,1195,414,1609
08/08/2018,23 - 00,1084,362,1446
09/08/2018,00 - 01,990,316,1306
09/08/2018,01 - 02,774,222,996
09/08/2018,02 - 03,494,104,598
09/08/2018,03 - 04,348,48,396
09/08/2018,04 - 05,282,36,318
09/08/2018,05 - 06,214,21,235
09/08/2018,06 - 07,116,9,125
09/08/2018,07 - 08,78,7,85
09/08/2018,08 - 09,57,2,59
09/08/2018,09 - 10,118,3,121
09/08/2018,10 - 11,144,6,150
09/08/2018,11 - 12,125,5,130
09/08/2018,12 - 13,84,6,90
09/08/2018,13 - 14,70,11,81
09/08/2018,14 - 15,118,25,143
09/08/2018,15 - 16,176,55,231
09/08/2018,16 - 17,254,152,406
09/08/2018,17 - 18,382,328,710
09/08/2018,18 - 19,551,570,1121
09/08/2018,19 - 20,928,605,1533
09/08/2018,20 - 21,1151,621,1772
09/08/2018,21 - 22,1356,513,1869
09/08/2018,22 - 23,1876,333,2209
09/08/2018,23 - 00,2300,358,2658
10/08/2018,00 - 01,2527,458,2985
10/08/2018,01 - 02,2455,603,3058
10/08/2018,02 - 03,2439,693,3132
10/08/2018,03 - 04,2535,794,3329
10/08/2018,04 - 05,2794,845,3639
10/08/2018,05 - 06,3100,880,3980
10/08/2018,06 - 07,3375,926,4301
10/08/2018,07 - 08,3390,938,4328
10/08/2018,08 - 09,3526,922,4448
10/08/2018,09 - 10,3692,915,4607
10/08/2018,10 - 11,3738,915,4653
10/08/2018,11 - 12,3702,910,4612
10/08/2018,12 - 13,3595,905,4500
10/08/2018,13 - 14,3344,908,4252
10/08/2018,14 - 15,3347,893,4240
10/08/2018,15 - 16,3303,823,4126
10/08/2018,16 - 17,3133,717,3850
10/08/2018,17 - 18,2547,526,3073
10/08/2018,18 - 19,2277,407,2684
10/08/2018,19 - 20,1598,419,2017
10/08/2018,20 - 21,1148,302,1450
10/08/2018,21 - 22,967,221,1188
10/08/2018,22 - 23,808,146,954
10/08/2018,23 - 00,800,100,900
11/08/2018,00 - 01,831,84,915
11/08/2018,01 - 02,655,119,774
11/08/2018,02 - 03,525,253,778
11/08/2018,03 - 04,611,377,988
11/08/2018,04 - 05,732,398,1130
11/08/2018,05 - 06,898,467,1365
11/08/2018,06 - 07,837,515,1352
11/08/2018,07 - 08,918,533,1451
11/08/2018,08 - 09,903,599,1502
11/08/2018,09 - 10,901,627,1528
11/08/2018,10 - 11,1010,606,1616
11/08/2018,11 - 12,1093,627,1720
11/08/2018,12 - 13,1421,659,2080
11/08/2018,13 - 14,1655,707,2362
11/08/2018,14 - 15,1998,765,2763
11/08/2018,15 - 16,2132,789,2921
11/08/2018,16 - 17,2250,735,2985
11/08/2018,17 - 18,2224,785,3009
11/08/2018,18 - 19,2716,795,3511
11/08/2018,19 - 20,2563,723,3286
11/08/2018,20 - 21,2211,706,2917
11/08/2018,21 - 22,2040,713,2753
11/08/2018,22 - 23,2006,742,2748
11/08/2018,23 - 00,1988,728,2716
12/08/2018,00 - 01,1898,706,2604
12/08/2018,01 - 02,1779,656,2435
12/08/2018,02 - 03,1610,602,2212
12/08/2018,03 - 04,1469,490,1959
12/08/2018,04 - 05,1285,387,1672
12/08/2018,05 - 06,1122,291,1413
12/08/2018,06 - 07,982,267,1249
12/08/2018,07 - 08,874,276,1150
12/08/2018,08 - 09,785,337,1122
12/08/2018,09 - 10,703,406,1109
12/08/2018,10 - 11,781,378,1159
12/08/2018,11 - 12,726,328,1054
12/08/2018,12 - 13,723,277,1000
12/08/2018,13 - 14,694,205,899
12/08/2018,14 - 15,739,148,887
12/08/2018,15 - 16,794,80,874
12/08/2018,16 - 17,653,124,777
12/08/2018,17 - 18,581,50,631
12/08/2018,18 - 19,556,14,570
12/08/2018,19 - 20,368,13,381
12/08/2018,20 - 21,500,19,519
12/08/2018,21 - 22,550,57,607
12/08/2018,22 - 23,499,72,571
12/08/2018,23 - 00,558,59,617
13/08/2018,00 - 01,517,57,574
13/08/2018,01 - 02,495,60,555
13/08/2018,02 - 03,453,95,548
13/08/2018,03 - 04,469,131,600
13/08/2018,04 - 05,531,140,671
13/08/2018,05 - 06,640,135,775
13/08/2018,06 - 07,789,123,912
13/08/2018,07 - 08,923,123,1046
13/08/2018,08 - 09,1073,106,1179
13/08/2018,09 - 10,1130,85,1215
13/08/2018,10 - 11,1057,65,1122
13/08/2018,11 - 12,960,60,1020
13/08/2018,12 - 13,743,78,821
13/08/2018,13 - 14,561,100,661
13/08/2018,14 - 15,484,146,630
13/08/2018,15 - 16,413,189,602
13/08/2018,16 - 17,285,261,546
13/08/2018,17 - 18,266,301,567
13/08/2018,18 - 19,333,140,473
13/08/2018,19 - 20,377,76,453
13/08/2018,20 - 21,473,96,569
13/08/2018,21 - 22,489,96,585
13/08/2018,22 - 23,567,130,697
13/08/2018,23 - 00,490,176,666
14/08/2018,00 - 01,378,155,533
14/08/2018,01 - 02,389,179,568
14/08/2018,02 - 03,493,196,689
14/08/2018,03 - 04,424,182,606
14/08/2018,04 - 05,324,191,515
14/08/2018,05 - 06,301,157,458
14/08/2018,06 - 07,297,134,431
14/08/2018,07 - 08,243,186,429
14/08/2018,08 - 09,204,246,450
14/08/2018,09 - 10,181,251,432
14/08/2018,10 - 11,150,324,474
14/08/2018,11 - 12,140,294,434
14/08/2018,12 - 13,194,306,500
14/08/2018,13 - 14,234,286,520
14/08/2018,14 - 15,389,243,632
14/08/2018,15 - 16,472,215,687
14/08/2018,16 - 17,487,267,754
14/08/2018,17 - 18,558,273,831
14/08/2018,18 - 19,553,337,890
14/08/2018,19 - 20,505,409,914
14/08/2018,20 - 21,495,241,736
14/08/2018,21 - 22,538,139,677
14/08/2018,22 - 23,637,120,757
14/08/2018,23 - 00,712,170,882
15/08/2018,00 - 01,711,187,898
15/08/2018,01 - 02,723,236,959
15/08/2018,02 - 03,639,348,987
15/08/2018,03 - 04,509,436,945
15/08/2018,04 - 05,527,322,849
15/08/2018,05 - 06,494,261,755
15/08/2018,06 - 07,499,188,687
15/08/2018,07 - 08,368,86,454
15/08/2018,08 - 09,273,58,331
15/08/2018,09 - 10,296,103,399
15/08/2018,10 - 11,396,145,541
15/08/2018,11 - 12,524,139,663
15/08/2018,12 - 13,664,118,782
15/08/2018,13 - 14,759,118,877
15/08/2018,14 - 15,819,120,939
15/08/2018,15 - 16,889,112,1001
15/08/2018,16 - 17,832,140,972
15/08/2018,17 - 18,796,126,922
15/08/2018,18 - 19,729,115,844
15/08/2018,19 - 20,634,84,718
15/08/2018,20 - 21,571,83,654
15/08/2018,21 - 22,542,77,619
15/08/2018,22 - 23,648,54,702
15/08/2018,23 - 00,719,30,749
16/08/2018,00 - 01,809,29,838
16/08/2018,01 - 02,870,44,914
16/08/2018,02 - 03,934,74,1008
16/08/2018,03 - 04,1055,114,1169
16/08/2018,04 - 05,1070,134,1204
16/08/2018,05 - 06,1262,132,1394
16/08/2018,06 - 07,1423,141,1564
16/08/2018,07 - 08,1549,159,1708
16/08/2018,08 - 09,1764,166,1930
16/08/2018,09 - 10,2053,177,2230
16/08/2018,10 - 11,2388,247,2635
16/08/2018,11 - 12,2504,343,2847
16/08/2018,12 - 13,2625,410,3035
16/08/2018,13 - 14,2559,419,2978
16/08/2018,14 - 15,2569,384,2953
16/08/2018,15 - 16,2447,320,2767
16/08/2018,16 - 17,2469,241,2710
16/08/2018,17 - 18,2534,159,2693
16/08/2018,18 - 19,2448,108,2556
16/08/2018,19 - 20,2255,93,2348
16/08/2018,20 - 21,1757,96,1853
16/08/2018,21 - 22,1283,89,1372
16/08/2018,22 - 23,1212,62,1274
16/08/2018,23 - 00,1047,50,1097
17/08/2018,00 - 01,1055,43,1098
17/08/2018,01 - 02,964,61,1025
17/08/2018,02 - 03,721,79,800
17/08/2018,03 - 04,601,74,675
17/08/2018,04 - 05,581,63,644
17/08/2018,05 - 06,567,77,644
17/08/2018,06 - 07,591,39,630
17/08/2018,07 - 08,592,21,613
17/08/2018,08 - 09,511,17,528
17/08/2018,09 - 10,522,17,539
17/08/2018,10 - 11,641,27,668
17/08/2018,11 - 12,757,60,817
17/08/2018,12 - 13,851,92,943
17/08/2018,13 - 14,947,116,1063
17/08/2018,14 - 15,1043,96,1139
17/08/2018,15 - 16,1087,92,1179
17/08/2018,16 - 17,1134,66,1200
17/08/2018,17 - 18,1102,53,1155
17/08/2018,18 - 19,983,79,1062
17/08/2018,19 - 20,807,70,877
17/08/2018,20 - 21,598,49,647
17/08/2018,21 - 22,676,57,733
17/08/2018,22 - 23,693,63,756
17/08/2018,23 - 00,740,83,823
18/08/2018,00 - 01,806,75,881
18/08/2018,01 - 02,922,66,988
18/08/2018,02 - 03,1023,40,1063
18/08/2018,03 - 04,1105,34,1139
18/08/2018,04 - 05,1154,48,1202
18/08/2018,05 - 06,1282,92,1374
18/08/2018,06 - 07,1446,113,1559
18/08/2018,07 - 08,1505,138,1643
18/08/2018,08 - 09,1725,201,1926
18/08/2018,09 - 10,2054,235,2289
18/08/2018,10 - 11,2368,242,2610
18/08/2018,11 - 12,2819,288,3107
18/08/2018,12 - 13,3154,322,3476
18/08/2018,13 - 14,3301,364,3665
18/08/2018,14 - 15,3353,354,3707
18/08/2018,15 - 16,3376,364,3740
18/08/2018,16 - 17,3309,339,3648
18/08/2018,17 - 18,3234,317,3551
18/08/2018,18 - 19,2943,327,3270
18/08/2018,19 - 20,2647,364,3011
18/08/2018,20 - 21,2361,346,2707
18/08/2018,21 - 22,2139,350,2489
18/08/2018,22 - 23,2045,382,2427
18/08/2018,23 - 00,1918,382,2300
19/08/2018,00 - 01,1687,415,2102
19/08/2018,01 - 02,1558,440,1998
19/08/2018,02 - 03,1485,354,1839
19/08/2018,03 - 04,1442,268,1710
19/08/2018,04 - 05,1246,244,1490
19/08/2018,05 - 06,1074,276,1350
19/08/2018,06 - 07,899,307,1206
19/08/2018,07 - 08,744,256,1000
19/08/2018,08 - 09,674,224,898
19/08/2018,09 - 10,707,218,925
19/08/2018,10 - 11,700,198,898
19/08/2018,11 - 12,689,250,939
19/08/2018,12 - 13,761,235,996
19/08/2018,13 - 14,884,214,1098
19/08/2018,14 - 15,918,165,1083
19/08/2018,15 - 16,1091,175,1266
19/08/2018,16 - 17,1161,161,1322
19/08/2018,17 - 18,1189,91,1280
19/08/2018,18 - 19,1366,60,1426
19/08/2018,19 - 20,1546,62,1608
19/08/2018,20 - 21,1532,59,1591
19/08/2018,21 - 22,1591,94,1685
19/08/2018,22 - 23,1520,139,1659
19/08/2018,23 - 00,1547,206,1753
20/08/2018,00 - 01,1445,321,1766
20/08/2018,01 - 02,1175,402,1577
20/08/2018,02 - 03,1021,466,1487
20/08/2018,03 - 04,1042,498,1540
20/08/2018,04 - 05,1000,545,1545
20/08/2018,05 - 06,988,522,1510
20/08/2018,06 - 07,1320,503,1823
20/08/2018,07 - 08,1469,496,1965
20/08/2018,08 - 09,1696,450,2146
20/08/2018,09 - 10,2091,454,2545
20/08/2018,10 - 11,2179,452,2631
20/08/2018,11 - 12,2150,528,2678
20/08/2018,12 - 13,2228,560,2788
20/08/2018,13 - 14,2262,552,2814
20/08/2018,14 - 15,2305,669,2974
20/08/2018,15 - 16,2409,695,3104
20/08/2018,16 - 17,2483,685,3168
20/08/2018,17 - 18,2437,679,3116
20/08/2018,18 - 19,2269,650,2919
20/08/2018,19 - 20,1942,570,2512
20/08/2018,20 - 21,1536,441,1977
20/08/2018,21 - 22,1409,372,1781
20/08/2018,22 - 23,1346,331,1677
20/08/2018,23 - 00,1250,347,1597
21/08/2018,00 - 01,1206,331,1537
21/08/2018,01 - 02,1215,365,1580
21/08/2018,02 - 03,1086,340,1426
21/08/2018,03 - 04,902,320,1222
21/08/2018,04 - 05,759,260,1019
21/08/2018,05 - 06,673,198,871
21/08/2018,06 - 07,549,171,720
21/08/2018,07 - 08,469,149,618
21/08/2018,08 - 09,407,129,536
21/08/2018,09 - 10,474,115,589
21/08/2018,10 - 11,434,97,531
21/08/2018,11 - 12,364,77,441
21/08/2018,12 - 13,288,69,357
21/08/2018,13 - 14,243,71,314
21/08/2018,14 - 15,195,73,268
21/08/2018,15 - 16,171,61,232
21/08/2018,16 - 17,157,46,203
21/08/2018,17 - 18,120,29,149
21/08/2018,18 - 19,65,13,78
21/08/2018,19 - 20,40,4,44
21/08/2018,20 - 21,61,3,64
21/08/2018,21 - 22,85,5,90
21/08/2018,22 - 23,141,17,158
21/08/2018,23 - 00,256,43,299
22/08/2018,00 - 01,407,69,476
22/08/2018,01 - 02,608,95,703
22/08/2018,02 - 03,887,121,1008
22/08/2018,03 - 04,1108,124,1232
22/08/2018,04 - 05,1321,138,1459
22/08/2018,05 - 06,1504,137,1641
22/08/2018,06 - 07,1508,147,1655
22/08/2018,07 - 08,1451,155,1606
22/08/2018,08 - 09,1371,171,1542
22/08/2018,09 - 10,1370,189,1559
22/08/2018,10 - 11,1494,194,1688
22/08/2018,11 - 12,1723,198,1921
22/08/2018,12 - 13,2058,211,2269
22/08/2018,13 - 14,2275,212,2487
22/08/2018,14 - 15,2356,202,2558
22/08/2018,15 - 16,2352,187,2539
22/08/2018,16 - 17,2340,175,2515
22/08/2018,17 - 18,2258,173,2431
22/08/2018,18 - 19,1947,167,2114
22/08/2018,19 - 20,1539,147,1686
22/08/2018,20 - 21,1296,141,1437
22/08/2018,21 - 22,1240,179,1419
22/08/2018,22 - 23,1249,259,1508
22/08/2018,23 - 00,1167,291,1458
23/08/2018,00 - 01,935,246,1181
23/08/2018,01 - 02,737,192,929
23/08/2018,02 - 03,642,123,765
23/08/2018,03 - 04,557,88,645
23/08/2018,04 - 05,484,58,542
23/08/2018,05 - 06,432,44,476
23/08/2018,06 - 07,373,23,396
23/08/2018,07 - 08,323,19,342
23/08/2018,08 - 09,374,10,384
23/08/2018,09 - 10,400,10,410
23/08/2018,10 - 11,489,14,503
23/08/2018,11 - 12,673,39,712
23/08/2018,12 - 13,874,60,934
23/08/2018,13 - 14,1095,82,1177
23/08/2018,14 - 15,1429,107,1536
23/08/2018,15 - 16,1516,109,1625
23/08/2018,16 - 17,1516,125,1641
23/08/2018,17 - 18,1317,176,1493
23/08/2018,18 - 19,999,238,1237
23/08/2018,19 - 20,757,140,897
23/08/2018,20 - 21,672,68,740
23/08/2018,21 - 22,699,62,761
23/08/2018,22 - 23,645,76,721
23/08/2018,23 - 00,668,95,763
24/08/2018,00 - 01,699,135,834
24/08/2018,01 - 02,650,223,873
24/08/2018,02 - 03,567,259,826
24/08/2018,03 - 04,490,287,777
24/08/2018,04 - 05,527,371,898
24/08/2018,05 - 06,497,307,804
24/08/2018,06 - 07,612,278,890
24/08/2018,07 - 08,829,152,981
24/08/2018,08 - 09,887,210,1097
24/08/2018,09 - 10,992,396,1388
24/08/2018,10 - 11,1115,398,1513
24/08/2018,11 - 12,1220,456,1676
24/08/2018,12 - 13,1468,660,2128
24/08/2018,13 - 14,1682,704,2386
24/08/2018,14 - 15,1644,562,2206
24/08/2018,15 - 16,1689,450,2139
24/08/2018,16 - 17,1847,578,2425
24/08/2018,17 - 18,1754,658,2412
24/08/2018,18 - 19,1777,607,2384
24/08/2018,19 - 20,1315,543,1858
24/08/2018,20 - 21,1005,563,1568
24/08/2018,21 - 22,1090,581,1671
24/08/2018,22 - 23,1176,540,1716
24/08/2018,23 - 00,1026,412,1438
25/08/2018,00 - 01,863,452,1315
25/08/2018,01 - 02,829,567,1396
25/08/2018,02 - 03,758,537,1295
